Grasso (%p/V); Proteine (%p/V); Lattosio (%p/p); Cellule somatiche (cell*1000/mL); Carica batterica totale (UFC*1000/mL); Caseine (%)

,,5,,388,129
,,5,,407,209
,,5,,577,35
,,5,,441,100
,,5,,474,138
,,5,,465,44
,,5,,348,36
,,5,,469,33
,,5,,372,30
,,5,,169,15
,,5,,441,100
,,5,,474,138
,,5,,593,1225
,,4,,727,83
,,5,,348,36
,,5,,469,33
,,5,,352,54
,,5,,465,44
,,5,,348,36
,,5,,469,33
,,5,,169,15
,,5,,441,100
,,5,,474,138
