Grasso (%p/V); Proteine (%p/V); Lattosio (%p/p); Caseine (%); 
Cellule somatiche (cell*1000/mL); Carica batterica totale (UFC*1000/mL),,4,,31,62
,,5,,59,57
,,5,,16,26
,,4,,138,44
,,4,,32,100
,,4,60,,632,82
,,5,,556,106
,,5,,369,30
,,5,,53,13
,,4,,914,105
,,4,,138,44
,,4,,32,100
,,5,,657,180
,,5,,457,84
,,5,,556,106
,,5,,369,30
,,5,,320,59
,,4,60,,632,82
,,5,,556,106
,,5,,369,30
,,4,,914,105
,,4,,138,44
,,4,,32,100
